FullName                                                                                                                        Location
--------                                                                                                                        --------
AutoMapper, Version=6.0.2.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005                                                   C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Compute\AutoMapper.dll
Microsoft.Azure.PowerShell.Authentication, Version=2.6.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Authentication.dll
Microsoft.Azure.PowerShell.Authentication.Abstractions, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35       C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Authentication.Abstractions.dll
Microsoft.Azure.PowerShell.Authentication.ResourceManager, Version=0.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35    C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Authentication.ResourceManager.dll
Microsoft.Azure.PowerShell.AuthenticationAssemblyLoadContext, Version=0.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.AuthenticationAssemblyLoadContext.dll
Microsoft.Azure.PowerShell.Authenticators, Version=2.6.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Authenticators.dll
Microsoft.Azure.PowerShell.Clients.Aks, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                       C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Aks.dll
Microsoft.Azure.PowerShell.Clients.Authorization, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35             C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Authorization.dll
Microsoft.Azure.PowerShell.Clients.Compute, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                   C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Compute.dll
Microsoft.Azure.PowerShell.Clients.Graph.Rbac, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Graph.Rbac.dll
Microsoft.Azure.PowerShell.Clients.KeyVault, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                  C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.KeyVault.dll
Microsoft.Azure.PowerShell.Clients.Monitor, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                   C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Monitor.dll
Microsoft.Azure.PowerShell.Clients.Network, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                   C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Network.dll
Microsoft.Azure.PowerShell.Clients.PolicyInsights, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35            C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.PolicyInsights.dll
Microsoft.Azure.PowerShell.Clients.ResourceManager, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35           C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.ResourceManager.dll
Microsoft.Azure.PowerShell.Clients.Storage.Management, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35        C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Storage.Management.dll
Microsoft.Azure.PowerShell.Clients.Websites, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                  C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Clients.Websites.dll
Microsoft.Azure.PowerShell.Cmdlets.Accounts, Version=2.6.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                  C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Cmdlets.Accounts.dll
Microsoft.Azure.PowerShell.Cmdlets.ResourceManager, Version=4.4.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35           C:\Program Files\WindowsPowerShell\Modules\Az.Resources\4.4.1\Microsoft.Azure.PowerShell.Cmdlets.ResourceManager.dll
Microsoft.Azure.PowerShell.Cmdlets.Resources, Version=4.4.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                 C:\Program Files\WindowsPowerShell\Modules\Az.Resources\4.4.1\Microsoft.Azure.PowerShell.Cmdlets.Resources.dll
Microsoft.Azure.PowerShell.Cmdlets.Sql, Version=3.5.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                       C:\Program Files\WindowsPowerShell\Modules\Az.Sql\3.5.1\Microsoft.Azure.PowerShell.Cmdlets.Sql.dll
Microsoft.Azure.PowerShell.Cmdlets.Sql.LegacySdk, Version=3.5.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35             C:\Program Files\WindowsPowerShell\Modules\Az.Sql\3.5.1\Microsoft.Azure.PowerShell.Cmdlets.Sql.LegacySdk.dll
Microsoft.Azure.PowerShell.Cmdlets.Storage, Version=3.12.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                  C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.PowerShell.Cmdlets.Storage.dll
Microsoft.Azure.PowerShell.Cmdlets.Storage.Management, Version=3.12.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35       C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.PowerShell.Cmdlets.Storage.Management.dll
Microsoft.Azure.PowerShell.Cmdlets.Tags, Version=4.4.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                      C:\Program Files\WindowsPowerShell\Modules\Az.Resources\4.4.1\Microsoft.Azure.PowerShell.Cmdlets.Tags.dll
Microsoft.Azure.PowerShell.Common, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                            C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Common.dll
Microsoft.Azure.PowerShell.Common.Share, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                      C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Common.Share.dll
Microsoft.Azure.PowerShell.Storage, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                           C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Storage.dll
Microsoft.Azure.PowerShell.Strategies, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                        C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Azure.PowerShell.Strategies.dll
Microsoft.Azure.Storage.Blob, Version=11.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.Storage.Blob.dll
Microsoft.Azure.Storage.Common, Version=11.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                              C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.Storage.Common.dll
Microsoft.Azure.Storage.DataMovement, Version=2.0.0.3, Culture=neutral, PublicKeyToken=31bf3856ad364e35                         C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.Storage.DataMovement.dll
Microsoft.Azure.Storage.File, Version=11.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.Storage.File.dll
Microsoft.Azure.Storage.Queue, Version=11.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                               C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Azure.Storage.Queue.dll
Microsoft.Bcl.AsyncInterfaces, Version=1.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51                                C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\PreloadAssemblies\Microsoft.Bcl.AsyncInterfaces.dll
Microsoft.CSharp, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a                                             C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.CSharp\v4.0_4.0.0.0__b03f5f7f11d50a3a\Microsoft.CSharp.dll
Microsoft.Data.Services.Client, Version=5.8.1.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                               C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Sql\Microsoft.Data.Services.Client.dll
Microsoft.Extensions.Caching.Abstractions, Version=2.2.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                    C:\Program Files\WindowsPowerShell\Modules\Az.Resources\4.4.1\Microsoft.Extensions.Caching.Abstractions.dll
Microsoft.Extensions.Caching.Memory, Version=2.2.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                          C:\Program Files\WindowsPowerShell\Modules\Az.Resources\4.4.1\Microsoft.Extensions.Caching.Memory.dll
Microsoft.Extensions.Configuration, Version=2.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                           C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Configurat... 
Microsoft.Extensions.Configuration.Abstractions, Version=2.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60              C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Configurat... 
Microsoft.Extensions.DependencyInjection, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                     C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Dependency...
Microsoft.Extensions.DependencyInjection.Abstractions, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60        C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Dependency... 
Microsoft.Extensions.Logging, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                                 C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Logging.dll   
Microsoft.Extensions.Logging.Abstractions, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                    C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Logging.Ab... 
Microsoft.Extensions.Options, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                                 C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Options.dll   
Microsoft.Extensions.Primitives, Version=5.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60                              C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.Extensions.Primitives... 
Microsoft.Identity.Client, Version=4.30.1.0, Culture=neutral, PublicKeyToken=0a613f4dd989e8ae                                   C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\PreloadAssemblies\Microsoft.Identity.Client.dll
Microsoft.Identity.Client.Extensions.Msal, Version=2.18.4.0, Culture=neutral, PublicKeyToken=0a613f4dd989e8ae                   C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\PreloadAssemblies\Microsoft.Identity.Client.Extensions.Msal.dll
Microsoft.IdentityModel.Clients.ActiveDirectory, Version=2.28.3.860, Culture=neutral, PublicKeyToken=31bf3856ad364e35           C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Services\Microsoft.IdentityModel.Clients.ActiveDirectory.dll
Microsoft.Management.Infrastructure, Version=1.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                          C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructur... 
Microsoft.OData.Core, Version=7.6.4.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                         C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.OData.Core.dll
Microsoft.OData.Edm, Version=7.6.4.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                          C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.OData.Edm.dll
Microsoft.PowerShell.Commands.Diagnostics, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Diagnostics\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Command... 
Microsoft.PowerShell.Commands.Management, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                     C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands... 
Microsoft.PowerShell.Commands.Utility, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                        C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Ut... 
Microsoft.PowerShell.ConsoleHost, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                             C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.PowerShell.ConsoleHost\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.ConsoleHost.dll     
Microsoft.PowerShell.CrossCompatibility, Version=1.20.0.0, Culture=neutral, PublicKeyToken=null                                 C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PSScriptAnalyzer\1.20.0\Microsoft.PowerShell.CrossCompatibility.dll    
Microsoft.PowerShell.EditorServices, Version=2.5.2.0, Culture=neutral, PublicKeyToken=null                                      C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.PowerShell.EditorServ... 
Microsoft.PowerShell.EditorServices.Hosting, Version=2.5.2.0, Culture=neutral, PublicKeyToken=null                              C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Desktop\Microsoft.PowerShell.EditorSer...
Microsoft.PowerShell.EditorServices.VSCode, Version=2.5.2.0, Culture=neutral, PublicKeyToken=null                               C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices.VSCode\bin\Microsoft.PowerShell.EditorServ... 
Microsoft.PowerShell.PSReadLine2, Version=2.1.0.0, Culture=neutral, PublicKeyToken=null                                         C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PSReadLine\2.1.0\Microsoft.PowerShell.PSReadLine2.dll
Microsoft.PowerShell.Security, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                C:\windows\Microsoft.Net\assembly\GAC_MSIL\Microsoft.PowerShell.Security\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Security.dll
Microsoft.Rest.ClientRuntime, Version=2.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                 C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Rest.ClientRuntime.dll
Microsoft.Rest.ClientRuntime.Azure, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                           C:\Program Files\WindowsPowerShell\Modules\Az.Accounts\2.6.1\Microsoft.Rest.ClientRuntime.Azure.dll
Microsoft.Spatial, Version=7.6.4.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                                            C:\Program Files\WindowsPowerShell\Modules\Az.Storage\3.12.0\Microsoft.Spatial.dll
Microsoft.VisualStudio.Threading, Version=16.7.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a                            C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.VisualStudio.Threadin... 
Microsoft.VisualStudio.Validation, Version=15.3.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a                           C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PowerShellEditorServices\bin\Common\Microsoft.VisualStudio.Validati... 
Microsoft.Windows.PowerShell.ScriptAnalyzer, Version=1.20.0.0, Culture=neutral, PublicKeyToken=null                             C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PSScriptAnalyzer\1.20.0\Microsoft.Windows.PowerShell.ScriptAnalyzer...
Microsoft.Windows.PowerShell.ScriptAnalyzer.BuiltinRules, Version=1.20.0.0, Culture=neutral, PublicKeyToken=null                C:\Users\username\.vscode\extensions\ms-vscode.powershell-2021.10.2\modules\PSScriptAnalyzer\1.20.0\Microsoft.Windows.PowerShell.ScriptAnalyzer... 
Microsoft.WindowsAzure.Commands, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                              C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Services\Microsoft.WindowsAzure.Commands.dll
Microsoft.WindowsAzure.Commands.Common, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                       C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Automation\Microsoft.WindowsAzure.Commands.Common.dll
Microsoft.WindowsAzure.Commands.Common.Storage, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35               C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Sql\Microsoft.WindowsAzure.Commands.Common.Storage.dll
Microsoft.WindowsAzure.Commands.HDInsight, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\HDInsight\Microsoft.WindowsAzure.Commands.HDInsight.dll
Microsoft.WindowsAzure.Commands.Profile, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                      C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Services\Microsoft.WindowsAzure.Commands.Profile.dll
Microsoft.WindowsAzure.Commands.ServiceManagement, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35            C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Compute\Microsoft.WindowsAzure.Commands.ServiceManagement.dll
Microsoft.WindowsAzure.Commands.ServiceManagement.Common, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35     C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Automation\Microsoft.WindowsAzure.Commands.ServiceManagement.Common.dll
Microsoft.WindowsAzure.Commands.ServiceManagement.Network, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35    C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Networking\Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll
Microsoft.WindowsAzure.Commands.SqlDatabase, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                  C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Sql\Microsoft.WindowsAzure.Commands.SqlDatabase.dll
Microsoft.WindowsAzure.Commands.StorSimple, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                   C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\StorSimple\Microsoft.WindowsAzure.Commands.StorSimple.dll
Microsoft.WindowsAzure.Commands.Sync, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                         C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Compute\Microsoft.WindowsAzure.Commands.Sync.dll
Microsoft.WindowsAzure.Commands.Tools.Vhd, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Compute\Microsoft.WindowsAzure.Commands.Tools.Vhd.dll
Microsoft.WindowsAzure.Commands.TrafficManager, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35               C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\TrafficManager\Microsoft.WindowsAzure.Commands.TrafficManager.dll
Microsoft.WindowsAzure.Commands.Utilities, Version=5.1.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                    C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Compute\Microsoft.WindowsAzure.Commands.Utilities.dll
Microsoft.WindowsAzure.Management.HDInsight, Version=1.5.11.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35                 C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\HDInsight\Microsoft.WindowsAzure.Management.HDInsight.dll
Microsoft.WindowsAzure.Management.MediaServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35              C:\Program Files\WindowsPowerShell\Modules\Azure\5.1.2\Services\Microsoft.WindowsAzure.Management.MediaServices.dll
